price_change_percent_signed,product_id,product_name,curr_price,curr_scrape_date,prev_price,prev_scrape_date,listing_url,source
+158.26%,14565337-14397646,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,2580.0,2024-11-02,999.0,2024-10-23,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14397646/14565337/PRADA/,ITALIST
+158.26%,14558494-14390803,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,2580.0,2024-11-02,999.0,2024-10-23,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14390803/14558494/PRADA/,ITALIST
