price_change_percent_signed,product_id,product_name,curr_price,curr_scrape_date,prev_price,prev_scrape_date,listing_url,source
-89.15%,14558494-14390803,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,280.0,2024-10-25,2580.0,2024-10-23,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14390803/14558494/PRADA/,ITALIST
-77.52%,14557360-14389669,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,580.0,2024-10-25,2580.0,2024-10-23,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14389669/14557360/PRADA/,ITALIST
