product_id,product_name,curr_price,curr_scrape_date,prev_price,prev_scrape_date,sold_date,sold,url,source
14517370-14349679,MIDNIGHT BLUE RE-NYLON LARGE RE-EDITION 1978 SHOPPING BAG,999.0,2024-10-23,1701.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/midnight-blue-re-nylon-large-re-edition-1978-shopping-bag/14349679/14517370/prada/,ITALIST
14517368-14349677,WHITE LEATHER CLEO SHOULDER BAG,999.0,2024-10-23,2580.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/white-leather-cleo-shoulder-bag/14349677/14517368/prada/,ITALIST
14544713-14377022,CARAMEL LEATHER MEDIUM PRADA BUCKLE HANDBAG,999.0,2024-10-23,4097.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/caramel-leather-medium-prada-buckle-handbag/14377022/14544713/prada/,ITALIST
14696885-14529194,SHOULDER BAG,999.0,2024-10-23,3955.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/shoulder-bags/shoulder-bag/14529194/14696885/prada/,ITALIST
14696866-14529175,BLACK LEATHER CLEO SHOULDER BAG,999.0,2024-10-23,3751.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/black-leather-cleo-shoulder-bag/14529175/14696866/prada/,ITALIST
14696865-14529174,BROWN SUEDE PRADA BUCKLE LARGE HANDBAG,999.0,2024-10-23,4728.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/brown-suede-prada-buckle-large-handbag/14529174/14696865/prada/,ITALIST
14687555-14519864,PRINTED LEATHER MINI GALLERIA HANDBAG,999.0,2024-10-23,4337.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/printed-leather-mini-galleria-handbag/14519864/14687555/prada/,ITALIST
14687437-14519746,SHOULDER BAG,999.0,2024-10-23,1174.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/shoulder-bag/14519746/14687437/prada/,ITALIST
14679027-14511336,LIGHT GREY LEATHER ARQUÃ¨ HANDBAG,999.0,2024-10-23,2189.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/light-grey-leather-arqua-handbag/14511336/14679027/prada/,ITALIST
14517365-14349674,SAND LEATHER SMALL PANIER HANDBAG,999.0,2024-10-23,2872.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/sand-leather-small-panier-handbag/14349674/14517365/prada/,ITALIST
14463824-14296133,BLACK LEATHER CROSSBODY BAG,999.0,2024-10-23,2091.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/shoulder-bags/black-leather-crossbody-bag/14296133/14463824/prada/,ITALIST
14455300-14287609,RE-EDITION 1978 RE-NYLON AND SAFFIANO LARGE BLACK TOP CASE,999.0,2024-10-23,2457.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/luggage/re-edition-1978-re-nylon-and-saffiano-large-black-top-case/14287609/14455300/prada/,ITALIST
14445396-14277705,LIGHT PINK LEATHER SHOULDER BAG,999.0,2024-10-23,2384.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/light-pink-leather-shoulder-bag/14277705/14445396/prada/,ITALIST
14385668-14217977,MUD RE-NYLON LARGE RE-EDITION 1978 SHOPPING BAG,999.0,2024-10-23,1701.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/mud-re-nylon-large-re-edition-1978-shopping-bag/14217977/14385668/prada/,ITALIST
14633205-14465514,LEATHER CROSSBODY MEDIUM BAG,999.0,2024-10-23,2163.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/shoulder-bags/leather-crossbody-medium-bag/14465514/14633205/prada/,ITALIST
14627108-14459417,PRADA BUCKLE SMALL LEATHER BAG,999.0,2024-10-23,3477.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/prada-buckle-small-leather-bag/14459417/14627108/prada/,ITALIST
14557360-14389669,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,999.0,2024-10-23,2580.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/embroidered-fabric-small-symbole-shopping-bag/14389669/14557360/prada/,ITALIST
14558494-14390803,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,999.0,2024-10-23,2580.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/embroidered-fabric-small-symbole-shopping-bag/14390803/14558494/prada/,ITALIST
14602953-14435262,BACKPACK,999.0,2024-10-23,1554.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/backpacks/backpack/14435262/14602953/prada/,ITALIST
14602941-14435250,SHOULDER BAG,999.0,2024-10-23,1115.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/shoulder-bags/shoulder-bag/14435250/14602941/prada/,ITALIST
14586701-14419010,PRADA ARQUÉ LEATHER SHOULDER BAG,999.0,2024-10-23,2264.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/shoulder-bags/prada-arque-leather-shoulder-bag/14419010/14586701/prada/,ITALIST
14566061-14398370,TOTE,999.0,2024-10-23,1896.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/tote/14398370/14566061/prada/,ITALIST
14530345-14362654,TOTE,999.0,2024-10-23,968.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/tote/14362654/14530345/prada/,ITALIST
14627105-14459414,PRADA BUCKLE LEATHER BAG,999.0,2024-10-23,3982.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/prada-buckle-leather-bag/14459414/14627105/prada/,ITALIST
14602957-14435266,TOTE,999.0,2024-10-23,2091.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/tote/14435266/14602957/prada/,ITALIST
14628464-14460773,CARAMEL LEATHER SHOPPING BAG,999.0,2024-10-23,4240.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/caramel-leather-shopping-bag/14460773/14628464/prada/,ITALIST
14609462-14441771,CLEO SHOULDER BAG,999.0,2024-10-23,2580.0,2024-10-23,2024-10-23,True,https://www.italist.com/us/women/bags/totes/cleo-shoulder-bag/14441771/14609462/prada/,ITALIST
