price_change_percent_signed,product_id,product_name,type,curr_price,curr_scrape_date,prev_price,prev_scrape_date,listing_url,source
+158.26%,14565337-14397646,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,PRODUCT_PRICE_CHANGE,2580.0,2024-11-07,999.0,2024-11-07,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14397646/14565337/PRADA/,ITALIST
