price_change_percent_signed,product_id,product_name,type,curr_price,curr_scrape_date,prev_price,prev_scrape_date,listing_url,source
+inf%,14602957-14435266,TOTE,PRODUCT_PRICE_CHANGE,2091.0,2024-11-06,0.0,2024-11-06,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/TOTE/14435266/14602957/PRADA/,ITALIST
+inf%,14602956-14435265,TOTE,PRODUCT_PRICE_CHANGE,3361.0,2024-11-06,0.0,2024-11-06,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/TOTE/14435265/14602956/PRADA/,ITALIST
+inf%,14566061-14398370,TOTE,PRODUCT_PRICE_CHANGE,1896.0,2024-11-06,0.0,2024-11-06,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/TOTE/14398370/14566061/PRADA/,ITALIST
+inf%,14530345-14362654,TOTE,PRODUCT_PRICE_CHANGE,968.0,2024-11-06,0.0,2024-11-06,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/TOTE/14362654/14530345/PRADA/,ITALIST
